priority,orgao,type,issue,original_value,current_value,confidence
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Revisão da descrição dos serviços,Revisão da descrição dos serviços,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Implantação do Design System,Implantação do Design System,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Login Único,Integração ao Login Único,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Pagtesouro,Integração ao Pagtesouro,high
3,PRF,delivery,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Integração ao Pagtesouro,Integração ao Pagtesouro,high
4,ABIN,delivery,needs review,Migração de APPs móveis para a loja do,Migração de APPs móveis para a loja do Gov.br,medium
4,AEB,risk,tratamento múltiplo/composto ('mitigar; transferir'),P:Provável | I:Alto | T:Mitigar/Tra nsferir,P:provável | I:alto | T:mitigar; transferir,high
4,AEB,risk,tratamento múltiplo/composto ('mitigar; transferir'),P:Pouco provável | I:Alto | T:Mitigar/Tra nsferir,P:pouco provável | I:alto | T:mitigar; transferir,high
4,AEB,risk,tratamento múltiplo/composto ('mitigar; transferir'),P:Pouco provável | I:Média | T:Mitigar/Tra nsferir,P:pouco provável | I:médio | T:mitigar; transferir,high
4,AEB,risk,tratamento múltiplo/composto ('mitigar; transferir'),P:Pouco provável | I:Médio | T:Mitigar/Tra nsferir,P:pouco provável | I:médio | T:mitigar; transferir,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,produto Outros,Outros,Outros,high
4,ANA,delivery,fuzzy=0.92,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,ANA,delivery,fuzzy=0.92,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,ANA,delivery,fuzzy=0.92,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,ANA,risk,recuperado de header de coluna,P:Pouco provável | I:Muito alto | T:Mitigar,P:pouco provável | I:muito alto | T:mitigar,medium
4,ANA,risk,tratamento múltiplo/composto ('transferir; transferir'),P:Pouco provável | I:Muito alto | T:Transferir/ Compartilhar,P:pouco provável | I:muito alto | T:transferir; transferir,high
4,ANA,risk,recuperado de header de coluna,P:Muito provável | I:Muito alto | T:Mitigar,P:muito provável | I:muito alto | T:mitigar,medium
4,ANAC,delivery,produto Outros,Outros,Outros,high
4,ANAC,delivery,produto Outros,Outros,Outros,high
4,ANAC,delivery,fuzzy=0.92,sOutros,Outros,medium
4,ANAC,delivery,fuzzy=0.92,sOutros,Outros,medium
4,ANAC,delivery,produto Outros,Outros,Outros,high
4,ANAC,delivery,produto Outros,Outros,Outros,high
4,ANAC,delivery,fuzzy=0.92,eOutros,Outros,medium
4,ANAC,delivery,produto Outros,Outros,Outros,high
4,ANAC,delivery,produto Outros,Outros,Outros,high
4,ANATEL,risk,recuperado de header de coluna,P:Pouco provável | I:Muito alto | T:Mitigar,P:pouco provável | I:muito alto | T:mitigar,medium
4,ANCINE,delivery,produto Outros,Outros,Outros,high
4,ANCINE,delivery,produto Outros,Outros,Outros,high
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,delivery,fuzzy=0.92,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANCINE,risk,recuperado de header de coluna,P:Provável | I:médio | T:mitigar,P:provável | I:médio | T:mitigar,medium
4,ANEEL,risk,recuperado de header de coluna,P:provável | I:muito alto | T:mitigar,P:provável | I:muito alto | T:mitigar,medium
4,ANM,risk,needs review,P:pouco provável | I:muito alto | T:,P:pouco provável | I:muito alto | T:,low
4,ANP,risk,recuperado de header de coluna,P:Muito provável | I:Médio | T:mitigar,P:muito provável | I:médio | T:mitigar,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,ANS,risk,recuperado de header de coluna,P:provável | I:alto | T:mitigar,P:provável | I:alto | T:mitigar,medium
4,ANTAQ,risk,probabilidade: column-shift (casa em 'impacto'),P:Muito baixa | I:Baixo | T:Aceitar,P:raro | I:baixo | T:aceitar,low
4,ANTAQ,risk,probabilidade: column-shift (casa em 'impacto'),P:Muito baixa | I:Baixo | T:Aceitar,P:raro | I:baixo | T:aceitar,low
4,ANTAQ,risk,recuperado de header de coluna,P:Média | I:Moderado | T:Aceitar,P:provável | I:médio | T:aceitar,medium
4,ANTAQ,risk,probabilidade: column-shift (casa em 'impacto'),P:Muito baixa | I:Baixo | T:Aceitar,P:raro | I:baixo | T:aceitar,low
4,ANTT,delivery,needs review,Integração à base de dados(OUTROS),Integração à base de dados,medium
4,ANTT,delivery,needs review,do framework de Privacidade e Segurança da Informação.,Adequação ao Framework de Privacidade e Segurança da Informação,medium
4,ANTT,risk,recuperado de header de coluna,P:Provável | I:Muito alto | T:Reduzir ou mitigar o risco,P:provável | I:muito alto | T:mitigar,medium
4,CADE,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CADE,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CADE,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CADE,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CADE,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CADE,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CADE,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CADE,risk,probabilidade: column-shift (casa em 'impacto'),P:Baixo | I:Alto | T:Mitigar,P:pouco provável | I:alto | T:mitigar,low
4,CADE,risk,probabilidade: 'Médio'; probabilidade: column-shift (casa em 'impacto'),P:Médio | I:Médio | T:Mitigar,P:Médio | I:médio | T:mitigar,low
4,CAPES,risk,risco vazio; tratamento múltiplo/composto ('mitigar; eliminar'),P:pouco provável; | I:baixo; | T:mitigar; eliminar;,P:pouco provável | I:baixo | T:mitigar; eliminar,medium
4,CAPES,risk,risco vazio; tratamento múltiplo/composto ('transferir; aceitar'),P:provável; | I:médio; | T:transferir; aceitar;,P:provável | I:médio | T:transferir; aceitar,medium
4,CAPES,risk,risco vazio,P:muito provável; | I:alto; | T:,P:muito provável | I:alto | T:,low
4,CAPES,risk,risco vazio,P:praticamente certo | I:muito alto | T:,P:praticamente certo | I:muito alto | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CAPES,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CENSIPAM,risk,needs review,P: | I: | T:,P: | I: | T:,low
4,CGU,risk,recuperado de header de coluna,P:Pouco provável | I:Muito alto | T:Mitigar,P:pouco provável | I:muito alto | T:mitigar,medium
4,CNPQ,risk,recuperado de header de coluna,P:Pouco provável | I:Alto | T:Mitigar,P:pouco provável | I:alto | T:mitigar,medium
4,CONAB,delivery,needs review,Integração à base de dados do SNCR,Integração à base de dados,medium
4,CONAB,delivery,needs review,Migração de APPs móveis para a loja do,Migração de APPs móveis para a loja do Gov.br,medium
4,CONAB,delivery,needs review,Migração de APPs móveis para a loja do,Migração de APPs móveis para a loja do Gov.br,medium
4,CVM,delivery,fuzzy=0.89; eixo corrigido: '' → 'Segurança e Privacidade',"Autoavaliação, análise de lacunas e planejamen","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CVM,delivery,fuzzy=0.89; eixo corrigido: '' → 'Segurança e Privacidade',"Autoavaliação, análise de lacunas e planejamen","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CVM,delivery,fuzzy=0.89; eixo corrigido: '' → 'Segurança e Privacidade',"Autoavaliação, análise de lacunas e planejamen","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CVM,delivery,fuzzy=0.89; eixo corrigido: '' → 'Segurança e Privacidade',"Autoavaliação, análise de lacunas e planejamen","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,CVM,risk,needs review,P: | I:Alto | T:Mitigar,P: | I:alto | T:mitigar,low
4,CVM,risk,needs review,P: | I:Muito Alto | T:Mitigar,P: | I:muito alto | T:mitigar,low
4,CVM,risk,needs review,P: | I:Alto | T:Mitigar,P: | I:alto | T:mitigar,low
4,CVM,risk,needs review,P: | I:Alto | T:Mitigar,P: | I:alto | T:mitigar,low
4,DNOCS,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,DNOCS,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,DNOCS,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,DNOCS,delivery,needs review,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
