priority,orgao,type,issue,original_value,current_value,confidence
4,DNOCS,delivery,needs review,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,FCP,delivery,fuzzy=0.92,Evolução de Serviços,Evolução do Serviço,medium
4,FCP,delivery,fuzzy=0.92,Evolução de Serviços,Evolução do Serviço,medium
4,FCRB,delivery,fuzzy=0.92,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,FCRB,delivery,fuzzy=0.92,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,FCRB,delivery,fuzzy=0.92,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,FCRB,delivery,fuzzy=0.92,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",medium
4,FCRB,risk,recuperado de header de coluna,P:Pouco provável | I:Muito alto | T:Compartilh ar,P:pouco provável | I:muito alto | T:transferir,medium
4,FIOCRUZ,delivery,produto Outros,Outros,Outros,high
4,FIOCRUZ,delivery,produto Outros,Outros,Outros,high
4,FUNAI,delivery,fuzzy=0.90,Disponibilidade em acesso digital,Disponibilização em Acesso Digital,medium
4,FUNAI,delivery,fuzzy=0.90,Disponibilidade em acesso digital,Disponibilização em Acesso Digital,medium
4,FUNAI,delivery,fuzzy=0.90,Disponibilidade em acesso digital,Disponibilização em Acesso Digital,medium
4,FUNAI,delivery,fuzzy=0.90,Disponibilidade em acesso digital,Disponibilização em Acesso Digital,medium
4,FUNAI,delivery,fuzzy=0.90,Disponibilidade em acesso digital,Disponibilização em Acesso Digital,medium
4,FUNAI,delivery,fuzzy=0.90,Disponibilidade em acesso digital,Disponibilização em Acesso Digital,medium
4,FUNAI,delivery,fuzzy=0.90,Disponibilidade em acesso digital,Disponibilização em Acesso Digital,medium
4,FUNARTE,delivery,needs review,Integração à base de dados do,Integração à base de dados,medium
4,FUNARTE,delivery,needs review,Integração à base de dados do,Integração à base de dados,medium
4,FUNARTE,delivery,needs review,Integração à base de dados do,Integração à base de dados,medium
4,FUNARTE,delivery,needs review,Integração à base de dados do,Integração à base de dados,medium
4,FUNARTE,delivery,needs review,Integração à base de dados do,Integração à base de dados,medium
4,FUNARTE,delivery,needs review,Integração à base de dados do,Integração à base de dados,medium
4,IBAMA,delivery,produto Outros,Outros,Outros,high
4,IBAMA,delivery,produto Outros,Outros,Outros,high
4,IBAMA,delivery,produto Outros,Outros,Outros,high
4,IBAMA,delivery,produto Outros,Outros,Outros,high
4,IBAMA,delivery,produto Outros,Outros,Outros,high
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,tIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,OIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,dIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,tIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,pIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,oIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,dIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,aIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.93,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
4,IBAMA,delivery,fuzzy=0.94,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,medium
