orgao_sigla,entry_type,field,original_value,current_value,eixo_original,eixo_normalizado,confidence,review_reason,servico_acao,tabela_tipo
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Consultar Boletim de Ocorrências Policiais da PRF (BOP),pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Consultar pontos de apoio nas rodovias federais - SuporteBR,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Digitalização de Documentos para a PRF,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Obter cópia ou via de Laudo Pericial de Acidente de Trânsito (LPAT) ou Declaração de Acidente de Trânsito (DAT/CST) da PRF (LPAT),pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Obter localização de veículo recolhido pela PRF,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Realizar cadastro de Usuário Externo do Sistema Eletrônico de Informações (SEI) da PRF,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Registrar Comunicação de Sinistro de Trânsito - CST (antiga DAT) (CST),pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar Liberação condicionada de veículo recolhido pela PRF (DLC),pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar Vistoria Digital,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar aplicação de prova de verificação de conhecimentos para emissão de certificado de condutor de veículo de escolta (LME),pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar ação de Educação de Trânsito e Segurança Viária à PRF,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar confecção extemporânea de Laudo Pericial de Sinistro de Trânsito - LPST,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar credenciamento de empresa de escolta à PRF,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',"Solicitar cópia de auto de infração, de decisão de Defesa de Autuação ou Recurso de Multa da PRF",pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar desvinculação de multas da PRF do registro do veículo leiloado,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar prorrogação do prazo do Recibo de Recolhimento de Documento da PRF (RRD),pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar recurso para defesa indeferida em processo de sinistros de trânsito,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar renovação do certificado de condutor de veículo de escolta,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar restituição de valores pagos indevidamente referentes a multas de trânsito/transporte da PRF,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar retificação de Registro de Sinistro de Trânsito da PRF (BAT/ LPAT/ LPST),pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar serviço de escolta de cargas superdimensionadas à PRF,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar vistoria de veículos de escolta e emissão do respectivo Certificado (CVVE) à PRF,pactuada
PRF,delivery,produto / eixo,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Verificar autenticidade de Boletim de Acidente de Trânsito da PRF (BAT),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Apresentar Contestação de Auto de Infração de Trânsito/Transporte da PRF (Defesa contra autuação ou Recurso contra penalidade),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Apresentar Contestação de Auto de Infração de Trânsito/Transporte da PRF (Defesa contra autuação ou Recurso contra penalidade),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Apresentar identificação de real infrator em multas da PRF (via Portal de Serviços),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Apresentar identificação de real infrator em multas da PRF (via Portal de Serviços),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Avisar sobre evento em área sob circunscrição da Polícia Rodoviária Federal - PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Avisar sobre evento em área sob circunscrição da Polícia Rodoviária Federal - PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Comunicar desaparecimento de pessoas (SINAL DESAPARECIDOS) (DESAPARECIDOS),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Comunicar desaparecimento de pessoas (SINAL DESAPARECIDOS) (DESAPARECIDOS),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Comunicar furto de animais ou maquinários e defensivos agrícolas (SINAL AGRO) (SINAL AGRO),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Comunicar furto de animais ou maquinários e defensivos agrícolas (SINAL AGRO) (SINAL AGRO),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Comunicar furto ou roubo de veículos à PRF (Sistema Nacional de Alarmes - SINAL) (SINAL),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Comunicar furto ou roubo de veículos à PRF (Sistema Nacional de Alarmes - SINAL) (SINAL),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Conferir autenticidade de documento emitido pela PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Conferir autenticidade de documento emitido pela PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Conferir autenticidade de documento emitido via SEI da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Conferir autenticidade de documento emitido via SEI da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Consultar Boletim de Ocorrências Policiais da PRF (BOP),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Consultar Boletim de Ocorrências Policiais da PRF (BOP),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Consultar pontos de apoio nas rodovias federais - SuporteBR,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Consultar pontos de apoio nas rodovias federais - SuporteBR,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Gerar boleto de pagamento de multas da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Gerar boleto de pagamento de multas da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Obter Certidão Nada Consta de Sinistros de Trânsito,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Obter Certidão Nada Consta de Sinistros de Trânsito,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Obter Nada Consta de Multas de Trânsito da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Obter Nada Consta de Multas de Trânsito da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Obter cópia ou via de Laudo Pericial de Acidente de Trânsito (LPAT) ou Declaração de Acidente de Trânsito (DAT/CST) da PRF (LPAT),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Obter cópia ou via de Laudo Pericial de Acidente de Trânsito (LPAT) ou Declaração de Acidente de Trânsito (DAT/CST) da PRF (LPAT),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Registrar Comunicação de Sinistro de Trânsito - CST (antiga DAT) (CST),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Registrar Comunicação de Sinistro de Trânsito - CST (antiga DAT) (CST),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar Liberação condicionada de veículo recolhido pela PRF (DLC),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar Liberação condicionada de veículo recolhido pela PRF (DLC),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar aplicação de prova de verificação de conhecimentos para emissão de certificado de condutor de veículo de escolta (LME),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar aplicação de prova de verificação de conhecimentos para emissão de certificado de condutor de veículo de escolta (LME),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar ação de Educação de Trânsito e Segurança Viária à PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar ação de Educação de Trânsito e Segurança Viária à PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar credenciamento de empresa de escolta à PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar credenciamento de empresa de escolta à PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',"Solicitar cópia de auto de infração, de decisão de Defesa de Autuação ou Recurso de Multa da PRF",pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',"Solicitar cópia de auto de infração, de decisão de Defesa de Autuação ou Recurso de Multa da PRF",pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar cópia de documento(s) da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar cópia de documento(s) da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar cópia ou vista de processo/documento da Polícia Rodoviária Federal - PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar cópia ou vista de processo/documento da Polícia Rodoviária Federal - PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar desvinculação de multas da PRF do registro do veículo leiloado,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar desvinculação de multas da PRF do registro do veículo leiloado,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar prorrogação do prazo do Recibo de Recolhimento de Documento da PRF (RRD),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar prorrogação do prazo do Recibo de Recolhimento de Documento da PRF (RRD),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar renovação do certificado de condutor de veículo de escolta,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar renovação do certificado de condutor de veículo de escolta,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar restituição de valores pagos indevidamente referentes a multas de trânsito/transporte da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar restituição de valores pagos indevidamente referentes a multas de trânsito/transporte da PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar retificação de Registro de Sinistro de Trânsito da PRF (BAT/ LPAT/ LPST),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar retificação de Registro de Sinistro de Trânsito da PRF (BAT/ LPAT/ LPST),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar serviço de escolta de cargas superdimensionadas à PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar serviço de escolta de cargas superdimensionadas à PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar vistoria de veículos de escolta e emissão do respectivo Certificado (CVVE) à PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar vistoria de veículos de escolta e emissão do respectivo Certificado (CVVE) à PRF,pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Verificar autenticidade de Boletim de Acidente de Trânsito da PRF (BAT),pactuada
PRF,delivery,produto / eixo,Revisão da descrição dos serviços,Revisão da descrição dos serviços,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Verificar autenticidade de Boletim de Acidente de Trânsito da PRF (BAT),pactuada
PRF,delivery,produto / eixo,Implantação do Design System,Implantação do Design System,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Comunicar desaparecimento de pessoas (SINAL DESAPARECIDOS) (DESAPARECIDOS),pactuada
PRF,delivery,produto / eixo,Implantação do Design System,Implantação do Design System,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Comunicar furto de animais ou maquinários e defensivos agrícolas (SINAL AGRO) (SINAL AGRO),pactuada
PRF,delivery,produto / eixo,Implantação do Design System,Implantação do Design System,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Comunicar furto ou roubo de veículos à PRF (Sistema Nacional de Alarmes - SINAL) (SINAL),pactuada
PRF,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Apresentar Contestação de Auto de Infração de Trânsito/Transporte da PRF (Defesa contra autuação ou Recurso contra penalidade),pactuada
PRF,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Apresentar identificação de real infrator em multas da PRF (via Portal de Serviços),pactuada
PRF,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Avisar sobre evento em área sob circunscrição da Polícia Rodoviária Federal - PRF,pactuada
PRF,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Comunicar desaparecimento de pessoas (SINAL DESAPARECIDOS) (DESAPARECIDOS),pactuada
PRF,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Comunicar furto de animais ou maquinários e defensivos agrícolas (SINAL AGRO) (SINAL AGRO),pactuada
PRF,delivery,produto / eixo,Integração ao Login Único,Integração ao Login Único,,Unificação de Canais Digitais,high,eixo corrigido por cross-validation: '' → 'Unificação de Canais Digitais',Comunicar furto ou roubo de veículos à PRF (Sistema Nacional de Alarmes - SINAL) (SINAL),pactuada
