orgao_sigla,servico_acao,produto_original,produto_normalizado,produto_score,eixo_original,eixo_normalizado,data_pactuada,confidence
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,aIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,oDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,0.986,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,OIntegração ao Login Único,Integração ao Login Único,0.98,,Unificação de Canais Digitais,,high
MMA,,eIntegração ao Login Único,Integração ao Login Único,0.98,,Unificação de Canais Digitais,,high
MMA,,tIntegração ao Login Único,Integração ao Login Único,0.98,,Unificação de Canais Digitais,,high
MMA,,eIntegração ao Login Único,Integração ao Login Único,0.98,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,eIntegração ao Login Único,Integração ao Login Único,0.98,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,pIntegração ao Login Único,Integração ao Login Único,0.98,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,eIntegração ao Login Único,Integração ao Login Único,0.98,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,oIntegração ao Login Único,Integração ao Login Único,0.98,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,oIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,ODisponibilização em Acesso Digital,Disponibilização em Acesso Digital,0.986,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,eDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,0.986,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,tDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,0.986,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,eDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,0.986,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,eDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,0.986,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,pDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,0.986,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,eDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,0.986,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,OIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,tIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,pIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Pagtesouro,Integração ao Pagtesouro,1.0,,Unificação de Canais Digitais,,high
MMA,,Evolução do Serviço,Evolução do Serviço,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,oDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,0.986,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMA,,oIntegração ao Login Único,Integração ao Login Único,0.98,,Unificação de Canais Digitais,,high
MMA,,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.941,,,,medium
MMA,,oIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,0.933,,,,medium
MMA,,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,jan/24,high
MMA,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,jun/24,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MMA,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MMA,,"Auto-avaliação, análise de lacunas e planejamento do PP","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.982,,Segurança e Privacidade,,high
MME,Enviar contribuições nas Consultas Publicas do MME - Consultas Públicas,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Enviar contribuições nas Consultas Publicas do MME - Consultas Públicas,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Enviar contribuições nas Consultas Publicas do MME - Consultas Públicas,Implantação do Design System,Implantação do Design System,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MME,Enviar contribuições nas Consultas Publicas do MME - Consultas Públicas,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MME,Enviar contribuições nas Consultas Publicas do MME - Consultas Públicas,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Enviar contribuições nas Consultas Publicas do MME - Consultas Públicas,Evolução do Serviço,Evolução do Serviço,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Solicitar Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - SREIDI,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Solicitar Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - SREIDI,Implantação do Design System,Implantação do Design System,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MME,Solicitar Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - SREIDI,Implantação da Área Logada,Implantação da Área Logada Gov.Br,0.881,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,medium
MME,Solicitar Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - SREIDI,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Solicitar Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - SREIDI,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MME,Solicitar Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - SREIDI,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Solicitar Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - SREIDI,Evolução do Serviço,Evolução do Serviço,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Possibilitar o Controle de Acesso à Energia Elétrica - SCAEE,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Possibilitar o Controle de Acesso à Energia Elétrica - SCAEE,Implantação do Design System,Implantação do Design System,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MME,Possibilitar o Controle de Acesso à Energia Elétrica - SCAEE,Implantação da Área Logada,Implantação da Área Logada Gov.Br,0.881,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,medium
MME,Possibilitar o Controle de Acesso à Energia Elétrica - SCAEE,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Possibilitar o Controle de Acesso à Energia Elétrica - SCAEE,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
